Loan Identifier|Loan Correction Indicator|Prefix|Security Identifier|CUSIP|Mortgage Loan Amount|Issuance Investor Loan UPB|Current Investor Loan UPB|Amortization Type|Original Interest Rate|Issuance Interest Rate|Current Interest Rate|Issuance Net Interest Rate|Current Net Interest Rate|First Payment Date|Maturity Date|Loan Term|Remaining Months to Maturity|Loan Age|Loan-To-Value (LTV)|Combined Loan-To-Value (CLTV)|Debt-To-Income (DTI)|Borrower Credit Score|Filler|Filler|Filler|Number of Borrowers|First Time Home Buyer Indicator|Loan Purpose|Occupancy Status|Number of Units|Property Type|Channel|Property State|Seller Name|Servicer Name|Mortgage Insurance Percent|Mortgage Insurance Cancellation Indicator|Government Insured Guarantee|Assumability Indicator|Interest Only Loan Indicator|Interest Only First Principal and Interest Payment Date|Months to Amortization|Prepayment Penalty Indicator|Prepayment Penalty Total Term|Index|Mortgage Margin|MBS PC Margin|Interest Rate Adjustment Frequency|Interest Rate Lookback|Interest Rate Rounding Method|Interest Rate Rounding Method Percent|Convertibility Indicator|Initial Fixed Rate Period|Next Interest Rate Adjustment Date|Months to Next Interest Rate Adjustment Date|Life Ceiling Interest Rate|Life Ceiling Net Interest Rate|Life Floor Interest Rate|Life Floor Net Interest Rate|Initial Interest Rate Cap Up Percent|Initial Interest Rate Cap Down Percent|Periodic Interest Rate Cap Up Percent|Periodic Interest Rate Cap Down Percent|Modification Program|Modification Type|Number of Modifications|Total Capitalized Amount|Interest Bearing Mortgage Loan Amount|Original Deferred Amount|Current Deferred UPB|Loan Age As Of Modification|Estimated Loan-To-Value (ELTV)|Updated Credit Score|Filler|Interest Rate Step Indicator|Initial Step Fixed-Rate Period|Total Number of Steps|Number of Remaining Steps|Next Step Rate|Terminal Step Rate|Terminal Step Date|Step Rate Adjustment Frequency|Next Step Rate Adjustment Date|Months to Next Step Rate Adjustment Date|Periodic Step Cap Up Percent|Origination Mortgage Loan Amount|Origination Interest Rate|Origination Amortization Type|Origination Interest Only Loan Indicator|Origination First Payment Date|Origination Maturity Date|Origination Loan Term|Origination Loan-To-Value (LTV)|Origination Combined Loan-To-Value (CLTV)|Origination Debt-To-Income Ratio|Origination Credit Score|Filler|Filler|Filler|Origination Loan Purpose|Origination Occupancy Status|Origination Channel|Days Delinquent|Loan Performance History|Loan Participation Percent|Property Valuation Method|Alternative Delinquency Resolution|Number of Alternative Delinquency Resolutions|Total Deferral Amount|Borrower Assistance Plan|Seller City|Seller State|Servicer City|Servicer State|Special Eligibility Program
U90133000446|No|U9|U90133|3132H3EE9|197000.00|197000.00|152311.09|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|229|128|146|146|18|794||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|CA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000449|No|U9|U90133|3132H3EE9|145000.00|145000.00|106253.01|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|212|128|151|151|43|658||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|CA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000451|No|U9|U90133|3132H3EE9|145000.00|145000.00|113200.76|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|232|128|142|142|999|651||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000452|No|U9|U90133|3132H3EE9|97000.00|97000.00|71879.82|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|212|128|140|140|48|752||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|MI|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000455|No|U9|U90133|3132H3EE9|86000.00|86000.00|64820.65|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|220|128|144|144|48|667||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000456|No|U9|U90133|3132H3EE9|183000.00|183000.00|142942.24|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|232|128|132|132|47|591||||2|No|Refinance - No Cash Out|Primary Home|1|Planned Unit|Retail|GA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000457|No|U9|U90133|3132H3EE9|287000.00|287000.00|223141.57|Fixed|4.250|4.250|4.250|4.000|4.000|082012|072042|360|232|128|169|169|33|715||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|CA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000458|No|U9|U90133|3132H3EE9|234000.00|234000.00|181648.76|Fixed|4.250|4.250|4.250|4.000|4.000|082012|072042|360|232|128|140|140|999|650||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|CA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000462|No|U9|U90133|3132H3EE9|255000.00|255000.00|199057.61|Fixed|4.250|4.250|4.250|4.000|4.000|092012|082042|360|233|127|144|144|36|707||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000463|No|U9|U90133|3132H3EE9|130000.00|130000.00|95304.93|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|212|128|164|164|46|721||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|GA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000464|No|U9|U90133|3132H3EE9|194000.00|194000.00|150600.17|Fixed|4.250|4.250|4.250|4.000|4.000|082012|072042|360|232|128|133|133|22|661||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|NC|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|35|No||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||30-59|||Not Available|COVID-19 Payment Deferral|1|14000.00|FORBEARANCE PLAN|COLUMBUS|OH|COPPELL|TX|7
U90133000467|No|U9|U90133|3132H3EE9|138000.00|138000.00|76962.44|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|145|128|192|192|42|754||||1|No|Refinance - No Cash Out|Primary Home|1|Condominium|Retail|NV|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Yes||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000471|No|U9|U90133|3132H3EE9|231000.00|231000.00|142005.66|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|163|128|136|136|999|746||||2|No|Refinance - No Cash Out|Investment Property|1|Single Family|Retail|CA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000479|No|U9|U90133|3132H3EE9|178000.00|178000.00|139466.86|Fixed|4.375|4.375|4.375|4.000|4.000|092012|082042|360|233|127|155|155|24|763||||2|No|Refinance - No Cash Out|Secondary Home|1|Condominium|Retail|CO|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Yes||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000481|No|U9|U90133|3132H3EE9|108000.00|108000.00|82794.88|Fixed|4.250|4.250|4.250|4.000|4.000|082012|072042|360|227|128|339|339|26|807||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|MI|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000486|No|U9|U90133|3132H3EE9|139000.00|139000.00|108366.82|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|232|128|140|140|27|733||||1|No|Refinance - No Cash Out|Primary Home|1|Planned Unit|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000487|No|U9|U90133|3132H3EE9|120000.00|120000.00|93693.35|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|232|128|150|150|23|737||||2|No|Refinance - No Cash Out|Primary Home|1|Condominium|Retail|MI|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000494|No|U9|U90133|3132H3EE9|87000.00|87000.00|67492.95|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|230|128|127|127|999|610||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|MI|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000498|No|U9|U90133|3132H3EE9|143000.00|143000.00|111894.40|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|232|128|153|153|16|807||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|GA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|12|No||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000504|No|U9|U90133|3132H3EE9|159000.00|157000.00|121100.33|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|223|128|135|135|999|764||||1|No|Refinance - No Cash Out|Investment Property|1|Condominium|Retail|MD|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000505|No|U9|U90133|3132H3EE9|166000.00|166000.00|129536.41|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|232|128|197|197|999|799||||2|No|Refinance - No Cash Out|Investment Property|1|Single Family|Retail|CA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000506|No|U9|U90133|3132H3EE9|164000.00|164000.00|127903.49|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|232|128|205|205|29|758||||1|No|Refinance - No Cash Out|Primary Home|1|Planned Unit|Retail|IL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Yes||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000511|No|U9|U90133|3132H3EE9|132000.00|132000.00|89394.97|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|189|128|181|181|31|791||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|IL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|35|No||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000512|No|U9|U90133|3132H3EE9|251000.00|251000.00|191117.30|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|222|128|133|133|48|800||||2|No|Refinance - No Cash Out|Investment Property|1|Planned Unit|Retail|MD|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|COVID-19 Payment Deferral|1|13000.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000525|No|U9|U90133|3132H3EE9|251000.00|251000.00|194414.16|Fixed|4.250|4.250|4.250|4.000|4.000|082012|072042|360|231|128|158|158|25|661||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|MD|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000528|No|U9|U90133|3132H3EE9|197000.00|197000.00|152571.16|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|230|128|127|127|29|699||||1|No|Refinance - No Cash Out|Primary Home|1|Condominium|Retail|MD|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|30|No||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|COVID-19 Payment Deferral|1|9000.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000533|No|U9|U90133|3132H3EE9|162000.00|162000.00|112778.56|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|193|128|132|132|18|811||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|NJ|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Yes||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000536|No|U9|U90133|3132H3EE9|159000.00|159000.00|124596.82|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|232|128|150|150|46|636||||2|No|Refinance - No Cash Out|Investment Property|1|Single Family|Retail|IL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000537|No|U9|U90133|3132H3EE9|245000.00|244000.00|170432.73|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072037|300|171|128|159|159|29|772||||2|No|Refinance - No Cash Out|Secondary Home|1|Condominium|Retail|AZ|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000540|No|U9|U90133|3132H3EE9|168000.00|168000.00|87046.21|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|131|128|156|156|16|786||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|NV|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|30|No||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000543|No|U9|U90133|3132H3EE9|121000.00|121000.00|94126.39|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|230|128|183|183|50|623||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|GA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|25|No||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000546|No|U9|U90133|3132H3EE9|314000.00|314000.00|211195.07|Fixed|4.250|4.250|4.250|4.000|4.000|082012|072037|300|164|128|126|126|999|645||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|CT|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000552|No|U9|U90133|3132H3EE9|142000.00|141000.00|110354.80|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|230|128|143|143|999|767||||1|No|Refinance - No Cash Out|Investment Property|1|Planned Unit|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000556|No|U9|U90133|3132H3EE9|203000.00|203000.00|157733.45|Fixed|4.250|4.250|4.250|4.000|4.000|082012|072042|360|232|128|170|170|9|700||||2|No|Refinance - No Cash Out|Primary Home|1|Condominium|Retail|NJ|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|30|No||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000560|No|U9|U90133|3132H3EE9|297000.00|297000.00|231960.61|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|230|128|206|206|999|778||||1|No|Refinance - No Cash Out|Investment Property|2|Single Family|Retail|IL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000561|No|U9|U90133|3132H3EE9|126000.00|126000.00|92305.39|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|210|128|154|154|999|619||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000563|No|U9|U90133|3132H3EE9|322000.00|322000.00|242108.33|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|217|128|144|144|51|615||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|CA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000564|No|U9|U90133|3132H3EE9|245000.00|245000.00|190306.74|Fixed|4.250|4.250|4.250|4.000|4.000|082012|072042|360|232|128|129|129|28|702||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|NJ|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|25|No||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000565|No|U9|U90133|3132H3EE9|99000.00|99000.00|76037.13|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|227|128|159|159|13|820||||1|No|Refinance - No Cash Out|Primary Home|1|Condominium|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000567|No|U9|U90133|3132H3EE9|125000.00|125000.00|97559.73|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|232|128|148|148|26|569||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|GA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|25|No||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000568|No|U9|U90133|3132H3EE9|253000.00|253000.00|196619.69|Fixed|4.250|4.250|4.250|4.000|4.000|082012|072042|360|232|128|152|152|999|638||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|CA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000570|No|U9|U90133|3132H3EE9|124000.00|124000.00|97305.51|Fixed|4.375|4.375|4.375|4.000|4.000|092012|082042|360|233|127|148|148|17|682||||1|No|Refinance - No Cash Out|Primary Home|1|Condominium|Retail|IL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|35|No||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000571|No|U9|U90133|3132H3EE9|132000.00|132000.00|102451.59|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|229|128|147|147|53|711||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|MO|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|20|No||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000574|No|U9|U90133|3132H3EE9|121000.00|121000.00|94367.69|Fixed|4.250|4.250|4.250|4.000|4.000|082012|072042|360|232|128|140|140|50|566||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|25|No||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000584|No|U9|U90133|3132H3EE9|112000.00|112000.00|85138.61|Fixed|4.250|4.250|4.250|4.000|4.000|082012|072042|360|226|128|132|132|54|704||||1|No|Refinance - No Cash Out|Primary Home|1|Planned Unit|Retail|AZ|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|35|No||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000585|No|U9|U90133|3132H3EE9|211000.00|211000.00|163548.56|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|228|128|153|153|35|709||||1|No|Refinance - No Cash Out|Primary Home|1|Condominium|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
