Loan Identifier|Loan Correction Indicator|Prefix|Security Identifier|CUSIP|Mortgage Loan Amount|Issuance Investor Loan UPB|Current Investor Loan UPB|Amortization Type|Original Interest Rate|Issuance Interest Rate|Current Interest Rate|Issuance Net Interest Rate|Current Net Interest Rate|First Payment Date|Maturity Date|Loan Term|Remaining Months to Maturity|Loan Age|Loan-To-Value (LTV)|Combined Loan-To-Value (CLTV)|Debt-To-Income (DTI)|Borrower Credit Score|Filler|Filler|Filler|Number of Borrowers|First Time Home Buyer Indicator|Loan Purpose|Occupancy Status|Number of Units|Property Type|Channel|Property State|Seller Name|Servicer Name|Mortgage Insurance Percent|Mortgage Insurance Cancellation Indicator|Government Insured Guarantee|Assumability Indicator|Interest Only Loan Indicator|Interest Only First Principal and Interest Payment Date|Months to Amortization|Prepayment Penalty Indicator|Prepayment Penalty Total Term|Index|Mortgage Margin|MBS PC Margin|Interest Rate Adjustment Frequency|Interest Rate Lookback|Interest Rate Rounding Method|Interest Rate Rounding Method Percent|Convertibility Indicator|Initial Fixed Rate Period|Next Interest Rate Adjustment Date|Months to Next Interest Rate Adjustment Date|Life Ceiling Interest Rate|Life Ceiling Net Interest Rate|Life Floor Interest Rate|Life Floor Net Interest Rate|Initial Interest Rate Cap Up Percent|Initial Interest Rate Cap Down Percent|Periodic Interest Rate Cap Up Percent|Periodic Interest Rate Cap Down Percent|Modification Program|Modification Type|Number of Modifications|Total Capitalized Amount|Interest Bearing Mortgage Loan Amount|Original Deferred Amount|Current Deferred UPB|Loan Age As Of Modification|Estimated Loan-To-Value (ELTV)|Updated Credit Score|Filler|Interest Rate Step Indicator|Initial Step Fixed-Rate Period|Total Number of Steps|Number of Remaining Steps|Next Step Rate|Terminal Step Rate|Terminal Step Date|Step Rate Adjustment Frequency|Next Step Rate Adjustment Date|Months to Next Step Rate Adjustment Date|Periodic Step Cap Up Percent|Origination Mortgage Loan Amount|Origination Interest Rate|Origination Amortization Type|Origination Interest Only Loan Indicator|Origination First Payment Date|Origination Maturity Date|Origination Loan Term|Origination Loan-To-Value (LTV)|Origination Combined Loan-To-Value (CLTV)|Origination Debt-To-Income Ratio|Origination Credit Score|Filler|Filler|Filler|Origination Loan Purpose|Origination Occupancy Status|Origination Channel|Days Delinquent|Loan Performance History|Loan Participation Percent|Property Valuation Method|Alternative Delinquency Resolution|Number of Alternative Delinquency Resolutions|Total Deferral Amount|Borrower Assistance Plan|Seller City|Seller State|Servicer City|Servicer State|Special Eligibility Program
U90133000820|No|U9|U90133|3132H3EE9|153000.00|153000.00|120009.23|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|232|128|147|147|999|699||||2|No|Refinance - No Cash Out|Investment Property|1|Single Family|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000822|No|U9|U90133|3132H3EE9|227000.00|227000.00|177760.68|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|232|128|142|142|34|794||||2|No|Refinance - No Cash Out|Investment Property|2|Single Family|Retail|CA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000823|No|U9|U90133|3132H3EE9|124000.00|124000.00|94958.01|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|224|128|175|175|999|764||||1|No|Refinance - No Cash Out|Primary Home|1|Condominium|Retail|NJ|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|20|No||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000824|No|U9|U90133|3132H3EE9|198000.00|198000.00|151971.08|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|225|128|194|194|999|688||||1|No|Refinance - No Cash Out|Investment Property|1|Single Family|Retail|CA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000827|No|U9|U90133|3132H3EE9|186000.00|186000.00|143183.42|Fixed|4.250|4.250|4.250|4.000|4.000|082012|072042|360|229|128|156|156|29|776||||2|No|Refinance - No Cash Out|Primary Home|1|Condominium|Retail|NJ|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|25|No||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000829|No|U9|U90133|3132H3EE9|147000.00|147000.00|111006.82|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|222|128|222|222|41|719||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000831|No|U9|U90133|3132H3EE9|200000.00|200000.00|156286.59|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|232|128|141|141|999|737||||2|No|Refinance - No Cash Out|Investment Property|1|Single Family|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000832|No|U9|U90133|3132H3EE9|200000.00|200000.00|153651.12|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|225|128|221|221|999|688||||1|No|Refinance - No Cash Out|Investment Property|1|Single Family|Retail|CA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000835|No|U9|U90133|3132H3EE9|243000.00|243000.00|181981.67|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|218|128|176|176|999|740||||1|No|Refinance - No Cash Out|Investment Property|1|Single Family|Retail|CA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000836|No|U9|U90133|3132H3EE9|218000.00|218000.00|158334.26|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|207|128|146|146|999|780||||1|No|Refinance - No Cash Out|Investment Property|1|Single Family|Retail|OR|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000839|No|U9|U90133|3132H3EE9|180000.00|180000.00|140670.40|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|232|128|130|130|40|767||||2|No|Refinance - No Cash Out|Investment Property|1|Single Family|Retail|NV|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000840|No|U9|U90133|3132H3EE9|245000.00|243000.00|187970.40|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|225|128|154|154|28|758||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|MD|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|18|No||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000846|No|U9|U90133|3132H3EE9|171000.00|171000.00|132492.55|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|228|128|183|183|37|794||||2|No|Refinance - No Cash Out|Investment Property|1|Planned Unit|Retail|AZ|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000849|No|U9|U90133|3132H3EE9|151000.00|151000.00|83395.01|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|141|128|154|154|51|801||||1|No|Refinance - No Cash Out|Investment Property|1|Planned Unit|Retail|NV|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000852|No|U9|U90133|3132H3EE9|202000.00|202000.00|155233.36|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|224|128|190|190|27|737||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|IL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Yes||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000857|No|U9|U90133|3132H3EE9|246000.00|246000.00|192422.93|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|232|128|239|239|64|758||||1|No|Refinance - No Cash Out|Investment Property|1|Single Family|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|25|No||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000862|No|U9|U90133|3132H3EE9|371000.00|371000.00|284545.50|Fixed|4.250|4.250|4.250|4.000|4.000|082012|072042|360|227|128|169|169|41|502||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|CA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000872|No|U9|U90133|3132H3EE9|344000.00|343000.00|247075.74|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|203|128|197|197|999|632||||1|No|Refinance - No Cash Out|Investment Property|3|Single Family|Retail|NY|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000297|No|U9|U90133|3132H3EE9|265000.00|265000.00|189942.31|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|204|128|130|130|23|759||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|AZ|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000302|No|U9|U90133|3132H3EE9|301000.00|301000.00|236190.81|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|232|128|156|156|999|686||||1|No|Refinance - No Cash Out|Secondary Home|1|Single Family|Retail|CA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000303|No|U9|U90133|3132H3EE9|226000.00|226000.00|157689.45|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|194|128|131|131|999|714||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|NV|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000304|No|U9|U90133|3132H3EE9|292000.00|292000.00|199971.35|Fixed|4.250|4.250|4.250|4.000|4.000|082012|072042|360|192|128|181|181|52|771||||2|No|Refinance - No Cash Out|Secondary Home|1|Planned Unit|Retail|NV|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000305|No|U9|U90133|3132H3EE9|173000.00|173000.00|135855.86|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|232|128|166|166|999|753||||1|No|Refinance - No Cash Out|Investment Property|1|Single Family|Retail|CA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000378|No|U9|U90133|3132H3EE9|128000.00|128000.00|99784.16|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|232|128|126|126|29|689||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|30|No||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000380|No|U9|U90133|3132H3EE9|148000.00|148000.00|115588.37|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|232|128|175|175|999|755||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000385|No|U9|U90133|3132H3EE9|126000.00|126000.00|98662.96|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|232|128|151|151|49|799||||1|No|Refinance - No Cash Out|Secondary Home|1|Single Family|Retail|CA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000387|No|U9|U90133|3132H3EE9|225000.00|225000.00|157546.62|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|197|128|194|194|36|720||||2|No|Refinance - No Cash Out|Primary Home|1|Planned Unit|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000390|No|U9|U90133|3132H3EE9|93000.00|93000.00|72799.88|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|232|128|131|131|55|781||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|GA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000393|No|U9|U90133|3132H3EE9|85000.00|85000.00|64637.38|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|221|128|149|149|999|668||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000399|No|U9|U90133|3132H3EE9|142000.00|142000.00|110649.76|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|232|128|130|130|999|648||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000401|No|U9|U90133|3132H3EE9|115000.00|115000.00|61622.44|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|137|128|135|135|33|769||||2|No|Refinance - No Cash Out|Secondary Home|1|Condominium|Retail|CA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Yes||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000405|No|U9|U90133|3132H3EE9|60000.00|60000.00|47390.57|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|232|128|170|170|999|666||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|MI|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000406|No|U9|U90133|3132H3EE9|106000.00|106000.00|82379.58|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|230|128|139|139|36|669||||1|No|Refinance - No Cash Out|Primary Home|1|Condominium|Retail|MN|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000407|No|U9|U90133|3132H3EE9|111000.00|111000.00|87047.45|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|232|128|184|184|999|727||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|NV|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000414|No|U9|U90133|3132H3EE9|116000.00|116000.00|90599.77|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|232|128|140|140|54|744||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|30|No||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000415|No|U9|U90133|3132H3EE9|117000.00|117000.00|88337.04|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|220|128|144|144|24|649||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|30|No||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000416|No|U9|U90133|3132H3EE9|101000.00|101000.00|79160.29|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|232|128|169|169|22|788||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|MI|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Yes||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000417|No|U9|U90133|3132H3EE9|136000.00|136000.00|101773.24|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|219|128|144|144|39|732||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|CA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||90-119|||Not Available|Not Applicable|0|0.00|NO WORKOUT PLAN|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000418|No|U9|U90133|3132H3EE9|139000.00|139000.00|108769.02|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|232|128|176|176|40|770||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000419|No|U9|U90133|3132H3EE9|112000.00|112000.00|84978.12|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|221|128|155|155|31|641||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|CA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000425|No|U9|U90133|3132H3EE9|353000.00|353000.00|271977.90|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|228|128|173|173|14|788||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000430|No|U9|U90133|3132H3EE9|157000.00|157000.00|120147.51|Fixed|4.250|4.250|4.250|4.000|4.000|082012|072042|360|227|128|133|133|57|690||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|AZ|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000440|No|U9|U90133|3132H3EE9|109000.00|109000.00|85561.26|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|232|128|163|163|49|807||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|GA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|25|No||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000443|No|U9|U90133|3132H3EE9|186000.00|186000.00|138726.07|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|216|128|143|143|19|710||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000444|No|U9|U90133|3132H3EE9|195000.00|195000.00|151756.91|Fixed|4.250|4.250|4.250|4.000|4.000|082012|072042|360|232|128|136|136|35|703||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|IL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
